,player_name,position,season,fantasy_points_ppr,passing_yards,passing_tds,interceptions,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,tgt_sh,ay_sh,wopr_y,dom
916,Gabe Davis,WR,2023,161.4,0.0,0,0.0,-2.0,0,45,81,746.0,7,0.1480804387568556,0.255110554860242,0.4262091020234769,0.2271482548709043
917,Gabe Davis,WR,2024,53.9,0.0,0,0.0,0.0,0,20,42,239.0,2,0.1549815498154981,0.2306122448979591,0.4169621206416146,0.1773527962552352
918,Tua Tagovailoa,QB,2022,230.92,3548.0,25,8.0,70.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
919,Tua Tagovailoa,QB,2023,272.36,4624.0,29,14.0,74.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
920,Tua Tagovailoa,QB,2024,181.58,2867.0,19,7.0,49.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
921,Marquez Callaway,WR,2022,37.8,0.0,0,0.0,0.0,0,16,32,158.0,1,0.0993788819875776,0.141970802919708,0.2626449653171329,0.0605877710200102
922,Jonathan Taylor,RB,2022,146.4,0.0,0,0.0,861.0,4,28,40,143.0,0,0.1038961038961039,-0.0303534303534303,0.1315614115614115,0.0273109243697479
923,Jonathan Taylor,RB,2023,156.4,0.0,0,0.0,741.0,7,19,23,153.0,1,0.0709876543209876,-0.0084473049074818,0.0997236375554959,0.1056108770585982
924,Jonathan Taylor,RB,2024,246.7,0.0,0,0.0,1431.0,11,18,31,136.0,1,0.0763546798029556,-0.0022182786157941,0.1127573968117981,0.0567977915804002
925,Jacob Eason,QB,2022,0.3599999999999999,59.0,0,1.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
926,Dezmon Patmon,WR,2022,4.4,0.0,0,0.0,0.0,0,2,6,24.0,0,0.2,0.28515625,0.5281250000000001,0.0
927,Harrison Bryant,TE,2022,61.7,0.0,0,0.0,8.0,0,31,42,239.0,1,0.0923076923076923,0.0638926174496644,0.18957563242127,0.0700865290867728
928,Harrison Bryant,TE,2023,37.9,0.0,0,0.0,8.0,0,13,20,81.0,3,0.0416666666666666,0.0185100548446069,0.0773080438756855,0.1010924369747899
929,Harrison Bryant,TE,2024,17.6,0.0,0,0.0,0.0,0,9,12,86.0,0,0.0670391061452514,0.033091202582728,0.1270316212840595,0.0414657666345226
930,Donovan Peoples-Jones,WR,2022,167.1,0.0,0,0.0,2.0,0,61,96,839.0,3,0.1777777777777777,0.2485964518302268,0.4655438281308481,0.192020144701376
931,Donovan Peoples-Jones,WR,2023,28.5,0.0,0,0.0,0.0,0,13,25,155.0,0,0.0609756097560975,0.0851262862488306,0.1595644436332108,0.0293671845395983
932,Colby Parkinson,TE,2022,69.2,0.0,0,0.0,0.0,0,25,34,322.0,2,0.0708333333333333,0.0780898876404494,0.1687219101123595,0.0861450272284322
933,Colby Parkinson,TE,2023,61.7,0.0,0,0.0,0.0,0,25,34,247.0,2,0.074398249452954,0.0664229128580134,0.1647357044658418,0.0957663951012651
934,Colby Parkinson,TE,2024,65.4,0.0,0,0.0,0.0,0,30,49,294.0,1,0.1044776119402985,0.0778567199526347,0.2190017938725555,0.0669400855920114
935,Freddie Swain,WR,2022,11.4,0.0,0,0.0,0.0,0,4,6,74.0,0,0.0705882352941176,0.0774032459425717,0.1678049496952339,0.0500676589986468
936,Tyler Davis,TE,2022,6.6,0.0,0,0.0,0.0,0,4,7,26.0,0,0.0429447852760736,0.0266798418972332,0.085761051431897,0.0106209150326797
937,Zack Moss,RB,2022,64.5,0.0,0,0.0,456.0,1,11,13,39.0,0,0.0281995661605206,-0.0014863258026159,0.0411102885986881,0.0060899437851342
938,Zack Moss,RB,2023,169.6,0.0,0,0.0,794.0,5,27,37,192.0,2,0.0778947368421052,-0.0039886039886039,0.1136512220722747,0.0921846011131725
939,Zack Moss,RB,2024,81.9,0.0,0,0.0,242.0,2,23,27,187.0,1,0.1026615969581749,0.001596593932943,0.1552696705836168,0.0802475330322796
940,Michael Pittman,WR,2022,216.5,0.0,0,0.0,30.0,0,99,141,925.0,4,0.2456445993031359,0.2750628316112817,0.5885171642437292,0.2440131790421086
941,Michael Pittman,WR,2023,252.2,0.0,0,0.0,0.0,0,109,156,1152.0,4,0.2905027932960894,0.3158301158301158,0.6884182826082268,0.2675903287150231
942,Michael Pittman,WR,2024,165.8,0.0,0,0.0,0.0,0,69,111,808.0,3,0.2322175732217573,0.2392864068256738,0.5397554852931751,0.2047640516982266
943,Collin Johnson,WR,2023,2.1,0.0,0,0.0,0.0,0,1,1,11.0,0,0.03125,0.0243055555555555,0.0663194444444444,0.0205223880597014
944,Collin Johnson,WR,2024,1.6,0.0,0,0.0,0.0,0,1,2,6.0,0,0.03125,0.0316831683168316,0.0722215346534653,0.0063291139240506
945,Denzel Mims,WR,2022,29.6,0.0,0,0.0,0.0,0,11,25,186.0,0,0.0759878419452887,0.1157116451016635,0.206551078999264,0.0419485791610284
946,Jauan Jennings,WR,2022,82.6,0.0,0,0.0,0.0,0,35,56,416.0,1,0.1152263374485596,0.1422060164083865,0.2866043192995487,0.0735449735449735
947,Jauan Jennings,WR,2023,51.5,0.0,0,0.0,0.0,0,19,33,265.0,1,0.0973451327433628,0.1208244491826581,0.2426772584611707,0.0602639501505286
948,Jauan Jennings,WR,2024,210.5,0.0,0,0.0,0.0,0,77,113,975.0,6,0.2373949579831932,0.2765011119347665,0.5772933265226031,0.2597188995215311
949,Brandon Aiyuk,WR,2022,227.8,0.0,0,0.0,23.0,0,78,114,1015.0,8,0.22265625,0.3280711825487944,0.5964413210390356,0.258672923355561
950,Brandon Aiyuk,WR,2023,249.2,0.0,0,0.0,0.0,0,75,105,1342.0,7,0.2312775330396475,0.382429614181439,0.6528599909046225,0.2701565653892967
951,Brandon Aiyuk,WR,2024,62.400000000000006,0.0,0,0.0,0.0,0,25,47,374.0,0,0.2175925925925926,0.2652671755725191,0.5386026293469042,0.1015752308527973
952,Jordan Love,QB,2022,11.7,195.0,1,0.0,-1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
953,Jordan Love,QB,2023,319.06,4159.0,32,11.0,247.0,4,0,0,0.0,0,0.0,0.0,0.0,0.0
954,Jordan Love,QB,2024,233.86,3389.0,25,11.0,83.0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
955,A.J. Dillon,RB,2022,167.6,0.0,0,0.0,770.0,7,28,43,206.0,0,0.0763765541740675,0.0037963376507369,0.1176019013816908,0.026478149100257
956,AJ Dillon,RB,2023,117.6,0.0,0,0.0,613.0,2,22,28,223.0,0,0.0549019607843137,0.0002236135957066,0.0825318320530358,0.0308864265927977
957,Laviska Shenault,WR,2022,72.7,0.0,0,0.0,65.0,1,27,32,272.0,1,0.0946745562130177,-0.0085870413739266,0.1351422012203853,0.0907304669440591
958,Laviska Shenault,WR,2023,21.5,0.0,0,0.0,55.0,0,10,10,60.0,0,0.0332225913621262,-0.0118371212121212,0.0403641900734924,0.0181598062953995
959,Laviska Shenault Jr.,WR,2024,14.7,0.0,0,0.0,1.0,0,5,5,36.0,0,0.0208333333333333,-0.0064267352185089,0.0261086118251928,0.0105509964830011
960,La'Mical Perine,RB,2023,14.0,0.0,0,0.0,77.0,0,3,5,33.0,0,0.0833333333333333,0.0059880239520958,0.1297904191616766,0.0486725663716814
961,Quez Watkins,WR,2022,84.5,0.0,0,0.0,1.0,0,33,51,354.0,3,0.1011904761904761,0.1103896103896103,0.2400974025974026,0.1029507401116233
962,Quez Watkins,WR,2023,35.2,0.0,0,0.0,0.0,0,15,21,142.0,1,0.1129032258064516,0.1499388004895961,0.2893058791013543,0.1876654898499558
963,D'Andre Swift,RB,2022,191.1,0.0,0,0.0,542.0,5,48,70,389.0,3,0.1437371663244353,0.0097087378640776,0.223372739777915,0.1139827921176797
964,D'Andre Swift,RB,2023,199.3,0.0,0,0.0,1049.0,5,39,49,214.0,1,0.0929791271347248,0.0060200668896321,0.1442847442137929,0.0494306418219461
965,D'Andre Swift,RB,2024,214.5,0.0,0,0.0,959.0,6,42,52,386.0,0,0.0918727915194346,0.0004411116012351,0.13816207656014,0.0543355855855855
966,Quintez Cephus,WR,2022,3.5,0.0,0,0.0,0.0,0,2,3,15.0,0,0.075,0.0356234096692111,0.1409987277353689,0.01953125
967,Noah Igbinoghene,DB,2023,6.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
968,Cole Kmet,TE,2022,147.29999999999998,0.0,0,0.0,9.0,0,50,69,544.0,7,0.1830238726790451,0.1351430239346176,0.3826502281662617,0.2889064462542036
969,Cole Kmet,TE,2023,181.1,0.0,0,0.0,2.0,0,73,90,719.0,6,0.1991150442477876,0.1622015142690739,0.4284337777869406,0.2966645033138632
970,Cole Kmet,TE,2024,120.4,0.0,0,0.0,0.0,0,47,55,474.0,4,0.1162790697674418,0.1027988490714098,0.2566576839082907,0.1882344433597281
971,Darrynton Evans,RB,2022,10.7,0.0,0,0.0,64.0,0,1,1,33.0,0,0.0138888888888888,0.0033557046979865,0.0235178970917225,0.0282051282051282
972,Darrynton Evans,RB,2023,30.0,0.0,0,0.0,121.0,1,7,12,49.0,0,0.0655737704918032,-0.0139720558882235,0.087183011027126,0.0211206896551724
973,Darrynton Evans,RB,2024,0.3,0.0,0,0.0,3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
974,Darnell Mooney,WR,2022,101.5,0.0,0,0.0,2.0,0,40,61,493.0,2,0.2663755458515284,0.3427628477133427,0.6737735969479668,0.226589136425202
975,Darnell Mooney,WR,2023,78.9,0.0,0,0.0,5.0,0,31,61,414.0,1,0.1399082568807339,0.1989892608970309,0.3690537940387257,0.1034990946987241
976,Darnell Mooney,WR,2024,193.2,0.0,0,0.0,0.0,0,64,106,992.0,5,0.2034548944337812,0.3203763307749443,0.5614834062706273,0.2564845127171997
979,Justin Jefferson,WR,2022,368.66,34.0,0,0.0,24.0,1,128,184,1809.0,8,0.2738095238095238,0.3722831505483549,0.7085408061529697,0.3210668327106683
980,Justin Jefferson,WR,2023,204.2,0.0,0,0.0,-12.0,0,68,100,1074.0,5,0.2590673575129533,0.3822546338498936,0.694404743349345,0.3080265848670757
981,Justin Jefferson,WR,2024,317.48,22.0,0,0.0,3.0,0,103,154,1533.0,10,0.2810218978102189,0.3636756756756756,0.712473387255869,0.3178971063191205
982,Chase Claypool,WR,2022,105.04,1.0,1,0.0,59.0,0,46,79,451.0,1,0.170995670995671,0.2069402228976697,0.4220456848116423,0.1121243885394828
983,Chase Claypool,WR,2023,21.7,0.0,0,0.0,0.0,0,8,21,77.0,1,0.09375,0.1465901848311026,0.2578971478648821,0.0758736559139785
984,Antonio Gibson,RB,2022,165.9,0.0,0,0.0,546.0,3,46,58,353.0,2,0.1143984220907297,0.0169908889436099,0.1851903442909826,0.0943281600340711
985,Antonio Gibson,RB,2023,127.4,0.0,0,0.0,265.0,1,48,59,389.0,2,0.0998307952622673,-0.0004474272930648,0.1493882510589491,0.0931209357036642
986,Antonio Gibson,RB,2024,103.4,0.0,0,0.0,538.0,1,23,29,206.0,0,0.054820415879017,0.0137805512220488,0.0932550647961646,0.030810649117559
987,Ashtyn Davis,DB,2022,0.2,0.0,0,0.0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
988,Ashtyn Davis,DB,2023,0.3,0.0,0,0.0,3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
989,Ashtyn Davis,DB,2024,2.1,0.0,0,0.0,21.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
990,Devin Duvernay,WR,2022,116.1,0.0,0,0.0,84.0,1,37,49,407.0,3,0.1206896551724138,0.1319842947749924,0.2866219185786146,0.1644239874909155
991,Devin Duvernay,WR,2023,7.3,0.0,0,0.0,15.0,0,4,9,18.0,0,0.0483870967741935,0.0547667342799188,0.1163940325852254,0.007125890736342
992,Devin Duvernay,WR,2024,19.200000000000003,0.0,0,0.0,3.0,0,11,16,79.0,0,0.0470588235294117,0.0666423889293517,0.123902146437599,0.0171589921807124
993,Josiah Deguara,TE,2022,24.4,0.0,0,0.0,0.0,0,13,15,114.0,0,0.0458715596330275,0.0173451327433628,0.0826834456442315,0.0275495408409859
994,Josiah Deguara,TE,2023,14.5,0.0,0,0.0,0.0,0,8,8,65.0,0,0.0683760683760683,0.026639344262295,0.1238755779739386,0.040272614622057
995,Josiah Deguara,TE,2024,4.4,0.0,0,0.0,0.0,0,3,3,14.0,0,0.0252100840336134,0.0025906735751295,0.0398876649105238,0.0085574572127139
996,Anthony McFarland,RB,2022,6.1000000000000005,0.0,0,0.0,30.0,0,2,2,11.0,0,0.0714285714285714,-0.0245398773006134,0.0875109553023663,0.0
997,Anthony McFarland,RB,2023,3.1,0.0,0,0.0,0.0,0,2,2,11.0,0,0.0434782608695652,0.0122324159021406,0.0750033240260603,0.0237068965517241
998,K.J. Osborn,WR,2022,155.6,0.0,0,0.0,6.0,0,60,90,650.0,5,0.1339285714285714,0.1501495513459621,0.3210124982196268,0.1507887090078871
999,K.J. Osborn,WR,2023,120.0,0.0,0,0.0,0.0,0,48,75,540.0,3,0.1327433628318584,0.1494669993195736,0.3186886437034465,0.1170709582045423
1000,K.J. Osborn,WR,2024,18.7,0.0,0,0.0,0.0,0,7,18,57.0,1,0.1028571428571428,0.0874897792313982,0.2242775376708328,0.127065527065527
1001,Justin Herbert,QB,2022,281.26,4739.0,25,10.0,147.0,0,2,2,-10.0,0,0.0028129395218002,-0.0033178500331785,0.0015651292561576,-0.0010436234606553
1002,Justin Herbert,QB,2023,234.16,3134.0,20,7.0,228.0,3,1,1,10.0,0,0.0020746887966804,-0.0018701576275714,0.0016159070929635,0.0014872099940511
1003,Justin Herbert,QB,2024,285.40000000000003,3870.0,23,3.0,306.0,2,0,0,0.0,0,0.0,0.0,0.0,0.0
1004,CeeDee Lamb,WR,2022,301.6,0.0,0,0.0,47.0,0,107,156,1359.0,9,0.2805755395683453,0.3501118568232662,0.7009527948111309,0.3344550169850604
1005,CeeDee Lamb,WR,2023,405.2000000000001,0.0,0,0.0,113.0,2,135,181,1749.0,12,0.2947882736156352,0.3591989987484355,0.7295416094222013,0.3543276108726753
1006,CeeDee Lamb,WR,2024,263.40000000000003,0.0,0,0.0,70.0,0,101,152,1194.0,6,0.2648083623693379,0.2831310968355936,0.6237174210224818,0.2977149877149877
1007,Clyde Edwards-Helaire,RB,2022,98.3,0.0,0,0.0,302.0,3,17,23,151.0,3,0.0570719602977667,0.0034270047978067,0.0883495442848955,0.0766954714504484
1008,Clyde Edwards-Helaire,RB,2023,70.10000000000001,0.0,0,0.0,223.0,1,17,22,188.0,1,0.0381944444444444,-0.0142819359957683,0.045866117870052,0.0437794080445231
1009,Clyde Edwards-Helaire,RB,2024,10.0,0.0,0,0.0,46.0,0,3,5,24.0,0,0.0641025641025641,-0.0060975609756097,0.0912757973733583,0.0262008733624454
1010,Lynn Bowden,WR,2023,22.5,0.0,0,0.0,32.0,0,11,16,83.0,0,0.0601503759398496,0.0384430562229697,0.1209800088881502,0.0236872146118721
1011,Bryan Edwards,WR,2022,4.5,0.0,0,0.0,0.0,0,3,5,15.0,0,0.0446428571428571,0.0382728164867517,0.0975825389036871,0.0092478421701602
1012,Joshua Kelley,RB,2022,64.80000000000001,0.0,0,0.0,287.0,2,14,25,101.0,0,0.050709939148073,0.0151276394579262,0.0881670202884505,0.0142695676744843
1013,Joshua Kelley,RB,2023,61.7,0.0,0,0.0,405.0,2,8,12,32.0,0,0.0189873417721519,0.0031692372702302,0.031016402474412,0.0037105751391465
1014,Joshua Kelley,RB,2024,0.2,0.0,0,0.0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1015,Eno Benjamin,RB,2022,89.60000000000001,0.0,0,0.0,313.0,2,25,34,193.0,0,0.0772727272727272,-0.0141081625797783,0.1046225608452682,0.0345506623702112
1016,Jalen Reagor,WR,2022,26.9,0.0,0,0.0,25.0,0,8,13,104.0,1,0.0325,0.0583554376657824,0.095434350132626,0.0488532498307379
1017,Jalen Reagor,WR,2023,28.5,0.0,0,0.0,17.0,0,7,23,138.0,0,0.0833333333333333,0.1759803921568627,0.2657843137254902,0.0390492359932088
1018,Jalen Reagor,WR,2024,14.7,0.0,0,0.0,-3.0,0,7,12,100.0,0,0.055045871559633,0.0585993330157217,0.1294482737520269,0.027746947835738
1019,Jalen Hurts,QB,2022,378.04,3701.0,22,6.0,760.0,13,0,0,0.0,0,0.0,0.0,0.0,0.0
1020,Jalen Hurts,QB,2023,356.82,3858.0,23,15.0,605.0,15,0,0,0.0,0,0.0,0.0,0.0,0.0
1021,Jalen Hurts,QB,2024,315.12,2903.0,18,5.0,630.0,14,0,0,0.0,0,0.0,0.0,0.0,0.0
1022,Jerry Jeudy,WR,2022,204.2,0.0,0,0.0,40.0,0,67,100,972.0,6,0.198019801980198,0.2591587516960651,0.5043567043271492,0.3107989464442493
1023,Jerry Jeudy,WR,2023,141.8,0.0,0,0.0,0.0,0,54,87,758.0,2,0.1816283924843423,0.3066076859275642,0.517728737468565,0.1502939373992782
1024,Jerry Jeudy,WR,2024,240.9,0.0,0,0.0,0.0,0,90,145,1229.0,4,0.2193645990922844,0.3134851138353765,0.5798349897067279,0.2636802757086064
1025,Tee Higgins,WR,2022,220.9,0.0,0,0.0,0.0,0,74,109,1029.0,7,0.2011070110701107,0.3095611285266457,0.5493094194264826,0.2359744094488189
1026,Tee Higgins,WR,2023,137.6,0.0,0,0.0,0.0,0,42,76,656.0,5,0.1711711711711711,0.3540756914119359,0.5400173098863055,0.2648233200926845
1027,Tee Higgins,WR,2024,222.1,0.0,0,0.0,0.0,0,73,109,911.0,10,0.2395604395604395,0.3297280593325092,0.6231231068066667,0.2884184275206395
1028,K.J. Hamler,WR,2022,25.8,0.0,0,0.0,23.0,0,7,14,165.0,0,0.0666666666666666,0.1818632309217046,0.2454905847373637,0.054419525065963
1029,Cam Akers,RB,2022,141.3,0.0,0,0.0,786.0,7,13,18,117.0,0,0.0387096774193548,0.0099183197199533,0.0659991719049949,0.0190802348336594
1030,Cam Akers,RB,2023,46.7,0.0,0,0.0,167.0,2,11,12,70.0,0,0.047808764940239,-0.0071902654867256,0.065960935020978,0.0189291508923742
1031,Cam Akers,RB,2024,93.2,0.0,0,0.0,444.0,2,14,18,68.0,3,0.0328467153284671,-0.0063484599106513,0.0441913050641796,0.0598581092229005
1032,Van Jefferson,WR,2022,78.9,0.0,0,0.0,0.0,0,24,44,369.0,3,0.1623616236162361,0.3287606433301797,0.506550950088498,0.2732524552281918
1033,Van Jefferson,WR,2023,41.3,0.0,0,0.0,4.0,0,20,43,209.0,0,0.0911016949152542,0.1767585673795413,0.2780593962765144,0.0303690787561755
1034,Van Jefferson,WR,2024,63.6,0.0,0,0.0,0.0,0,24,40,276.0,2,0.0902934537246049,0.1312447078746824,0.2404359468866534,0.0928971091078644
1035,Adam Trautman,TE,2022,44.7,0.0,0,0.0,0.0,0,18,22,207.0,1,0.0641399416909621,0.0386378519973804,0.1271201941343475,0.0712176671547096
1036,Adam Trautman,TE,2023,60.400000000000006,0.0,0,0.0,0.0,0,22,35,204.0,3,0.0708502024291498,0.0623104494072236,0.1561236631695035,0.0895480880648899
1037,Adam Trautman,TE,2024,43.8,0.0,0,0.0,0.0,0,13,22,188.0,2,0.0491071428571428,0.0408763897972531,0.1063618261235167,0.0751814649167827
1038,Albert Okwuegbunam,TE,2022,25.5,0.0,0,0.0,0.0,0,10,18,95.0,1,0.0869565217391304,0.059245960502693,0.17783155101085,0.1145422689443714
1039,Albert Okwuegbunam,TE,2023,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0208333333333333,0.0284090909090909,0.0539772727272727,0.0
1040,Brycen Hopkins,TE,2022,17.900000000000002,0.0,0,0.0,0.0,0,7,11,109.0,0,0.0561224489795918,0.0762483130904183,0.1451823239417224,0.0447087776866283
1041,Brycen Hopkins,TE,2023,12.8,0.0,0,0.0,0.0,0,5,7,78.0,0,0.0534351145038167,0.0585106382978723,0.126961182394023,0.0372492836676217
1042,DeeJay Dallas,RB,2022,46.2,0.0,0,1.0,186.0,0,17,19,126.0,0,0.0516304347826086,0.0036153289949385,0.0803379153698638,0.0226781857451403
1043,DeeJay Dallas,RB,2023,12.2,0.0,0,0.0,36.0,0,6,9,26.0,0,0.0266272189349112,-0.0060926076360682,0.0350667422935122,0.0053475935828877
1044,DeeJay Dallas,RB,2024,21.0,0.0,0,0.0,49.0,0,3,3,11.0,1,0.0135135135135135,-0.0066176470588235,0.0149761526232114,0.0659832172260924
1045,Tyler Johnson,WR,2023,8.8,0.0,0,0.0,0.0,0,2,3,8.0,1,0.125,0.10062893081761,0.268003144654088,0.2745398773006135
1046,Tyler Johnson,WR,2024,61.1,0.0,0,0.0,0.0,0,26,41,291.0,1,0.1081794195250659,0.0833333333333333,0.2289357959542656,0.0883935036722871
1047,Charlie Woerner,TE,2022,0.0,0.0,0,0.0,0.0,0,0,2,0.0,0,0.0294117647058823,0.0934782608695652,0.1189002557544757,0.0
1048,Charlie Woerner,TE,2023,6.2,0.0,0,0.0,0.0,0,3,3,32.0,0,0.0357142857142857,0.0149439601494396,0.0655265966909802,0.02088772845953
1049,Charlie Woerner,TE,2024,11.6,0.0,0,0.0,0.0,0,7,12,46.0,0,0.0483870967741935,0.0170648464163822,0.0862325222943961,0.0123456790123456
1050,Stephen Sullivan,TE,2022,6.6000000000000005,0.0,0,0.0,0.0,0,2,6,46.0,0,0.0476190476190476,0.0822306238185255,0.1372130704833918,0.0249187432286023
1051,Stephen Sullivan,TE,2023,24.5,0.0,0,0.0,0.0,0,12,24,125.0,0,0.0781758957654723,0.1011503371677905,0.1981841133824409,0.036231884057971
1052,Stephen Sullivan,TE,2024,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0217391304347826,0.0362811791383219,0.0616336389628315,0.0
1053,Tyrie Cleveland,WR,2022,4.800000000000001,0.0,0,0.0,0.0,0,2,7,28.0,0,0.0625,0.0919220055710306,0.1672876044568245,0.017971758664955
1054,Joe Burrow,QB,2022,350.7,4475.0,35,12.0,257.0,5,0,0,0.0,0,0.0,0.0,0.0,0.0
1055,Joe Burrow,QB,2023,147.16,2309.0,15,6.0,88.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1056,Joe Burrow,QB,2024,372.82,4918.0,43,9.0,201.0,2,0,0,0.0,0,0.0,0.0,0.0,0.0
1057,Ke'Shawn Vaughn,RB,2022,10.2,0.0,0,0.0,53.0,0,3,4,19.0,0,0.0187793427230046,-0.0081967213114754,0.0216116370353267,0.007910074937552
1058,Ke'Shawn Vaughn,RB,2023,6.4,0.0,0,0.0,42.0,0,2,5,2.0,0,0.0271739130434782,-0.0013157894736842,0.03970823798627,0.000813669650122
1059,Ke'Shawn Vaughn,RB,2024,0.4,0.0,0,0.0,4.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
1060,Ty'Son Williams,RB,2022,1.5,0.0,0,0.0,0.0,0,1,1,5.0,0,0.037037037037037,-0.0055555555555555,0.0511111111111111,0.0119617224880382
1061,Chris Blair,WR,2024,2.7,0.0,0,0.0,0.0,0,1,2,17.0,0,0.032258064516129,0.0621848739495798,0.0981349959338574,0.02
1062,Mike Strachan,WR,2022,8.9,0.0,0,0.0,0.0,0,3,9,59.0,0,0.0445544554455445,0.1000775795190069,0.1468937467835224,0.020586182833217
1063,Mike Strachan,WR,2023,5.5,0.0,0,0.0,0.0,0,1,3,45.0,0,0.0434782608695652,0.1280701754385965,0.167673531655225,0.0
1064,Deon Jackson,RB,2022,84.5,0.0,0,0.0,236.0,1,30,34,209.0,1,0.0813397129186602,-0.0062408223201174,0.1170169115218964,0.0917332268370607
1065,Deon Jackson,RB,2023,4.0,0.0,0,0.0,16.0,0,5,6,14.0,0,0.088235294117647,-0.0119047619047619,0.122829131652661,0.0165484633569739
1066,Tim Jones,WR,2022,6.0,0.0,0,0.0,0.0,0,3,4,30.0,0,0.032520325203252,0.0068560235063663,0.0542653066099711,0.0179856115107913
1067,Tim Jones,WR,2023,19.3,0.0,0,0.0,0.0,0,11,18,83.0,0,0.0560747663551401,0.0607271274470635,0.1326938514903611,0.0180356366797044
1068,Tim Jones,WR,2024,7.1,0.0,0,0.0,0.0,0,3,5,41.0,0,0.0588235294117647,0.0557103064066852,0.1328035392429952,0.0314900153609831
1069,Brandin Echols,DB,2023,2.8,0.0,0,0.0,0.0,0,1,1,18.0,0,0.0333333333333333,0.0564971751412429,0.0951977401129943,0.0681818181818181
1070,Kenny Yeboah,TE,2023,4.800000000000001,0.0,0,0.0,0.0,0,2,4,28.0,0,0.0425531914893617,0.0637583892617449,0.1148364986434385,0.0292887029288702
1071,Kenny Yeboah,TE,2024,15.7,0.0,0,0.0,0.0,0,5,8,47.0,1,0.038647342995169,0.033065236818588,0.084423203947624,0.0601560451088381
1072,D.J. Turner,WR,2022,2.6,0.0,0,0.0,26.0,0,0,1,0.0,0,0.0212765957446808,-0.0077519379844961,0.0257133432294243,0.0
1073,DJ Turner,WR,2024,47.1,0.0,0,0.0,33.0,1,16,29,158.0,1,0.0769230769230769,0.1105331599479843,0.2038111433430029,0.077232502011263
1074,Shane Zylstra,TE,2022,41.0,0.0,0,0.0,0.0,0,11,15,60.0,4,0.0545454545454545,0.0464285714285714,0.1189610389610389,0.1474244559260999
1075,Shane Zylstra,TE,2024,3.2,0.0,0,0.0,0.0,0,1,1,22.0,0,0.0303030303030303,0.0368852459016393,0.0749627421758569,0.0244988864142538
1076,Spencer Brown,RB,2022,7.3,0.0,0,0.0,43.0,0,2,4,10.0,0,0.0606060606060606,-0.0016447368421052,0.0895933014354067,0.0103950103950103
1077,Rashod Bateman,WR,2022,53.5,0.0,0,0.0,0.0,0,15,28,285.0,2,0.1637426900584795,0.2696467195385724,0.4613314107185772,0.1908319498247556
1078,Rashod Bateman,WR,2023,76.5,0.0,0,0.0,18.0,0,32,56,367.0,1,0.1252796420581655,0.2134772308502237,0.3587012477674273,0.0725380388841927
1079,Rashod Bateman,WR,2024,174.60000000000002,0.0,0,0.0,0.0,0,45,72,756.0,9,0.1632653061224489,0.2560526315789473,0.4497400644468313,0.2110323886639676
1080,Nico Collins,WR,2022,97.1,0.0,0,0.0,0.0,0,37,66,481.0,2,0.1859154929577464,0.3070522979397781,0.5245150777884422,0.2066992014196983
1081,Nico Collins,WR,2023,260.4,0.0,0,0.0,7.0,0,80,109,1297.0,8,0.2108317214700193,0.2674182638105975,0.530182193253507,0.3224092161282244
1082,Nico Collins,WR,2024,210.6,0.0,0,0.0,0.0,0,68,99,1006.0,7,0.2379807692307692,0.3379095163806552,0.627298766950678,0.4029220049449314
1083,Chuba Hubbard,RB,2022,89.7,0.0,0,0.0,466.0,2,14,17,171.0,0,0.0598591549295774,0.0046632124352331,0.0935193023425527,0.039804469273743
1084,Chuba Hubbard,RB,2023,182.5,0.0,0,0.0,902.0,5,39,44,233.0,0,0.0750853242320819,-0.0075858991521642,0.1065592670263915,0.0359013867488443
1085,Chuba Hubbard,RB,2024,241.6,0.0,0,0.0,1195.0,10,43,54,171.0,1,0.1115702479338843,-0.0171821305841924,0.1536096674334724,0.0585131942497897
1086,Brevin Jordan,TE,2022,26.8,0.0,0,0.0,0.0,0,14,28,128.0,0,0.0897435897435897,0.0833672224481496,0.2013091625739043,0.0358744394618834
1087,Brevin Jordan,TE,2023,50.900000000000006,0.0,0,0.0,0.0,0,17,21,219.0,2,0.0670926517571885,0.0437928408225437,0.1356732502938177,0.1265379387264299
1088,Brevin Jordan,TE,2024,2.7,0.0,0,0.0,0.0,0,2,3,7.0,0,0.0441176470588235,0.0018903591682419,0.0676887579228288,0.0070850202429149
